selleck_plate,well,Library,Library Well Type,Reagent Vendor,Vendor Reagent ID,Compound SMILES,Molecular Weight,Compound Names,PubChem CIDs,Clinical Phase [100012],Mechanism of Action [100012],Protein Target [100012],Match Type [100012],Screen Positives Count [200001],Screened Count [200001]
3657,J22,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,J23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,J24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1898,c1cc2c(N=CC2C(=O)OC3C[C@]([H])(N(C)[C@]4([H])C3)CC4)cc1.Cl,320.81384,Tropisetron,51371400,Launched,serotonin receptor antagonist,GLRA1|GLRA2|GLRB|HTR3A|HTR4,InChI key,,21
3657,K04,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3212,C(NCCN1CCOCC1)(=O)c2ccc(Cl)cc2,268.73928,Moclobemide (Ro 111163),4235,Launched,monoamine oxidase inhibitor,MAOA|MAOB,InChI key,,21
3657,K06,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K07,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K08,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K09,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K10,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1332,c1cc2c(C(=O)N(C)Cc3n2cnc3C(OCC)=O)cc1F,303.28836,Flumazenil,3373,Launched,benzodiazepine receptor antagonist,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ,InChI key,,21
3657,K12,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1975,c1cc2c(NC(=O)CC2)cc1OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3,448.38537,Aripiprazole,60795,Launched,serotonin receptor agonist|serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7,InChI key,1,21
3657,K14,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2541,C(CCN(C)C)N1c2c(cccc2)CCc3c1cc(Cl)cc3.Cl,351.31325,Clomipramine HCl,22734989,Launched,serotonin transporter (SERT) inhibitor,GSTP1|HTR2A|HTR2B|HTR2C|SLC6A2|SLC6A3|SLC6A4,InChI key,1,21
3657,K16,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K17,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K18,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K19,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K20,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K21,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K22,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,K24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L03,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L04,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L05,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L06,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L07,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L08,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L09,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L10,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L11,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L12,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L13,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L14,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L15,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L16,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L17,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L18,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L19,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L20,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L21,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L22,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,L24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2456,c1ccc2c(Sc3c(cc(Cl)cc3)N2CCCN(C)C)c1.Cl,355.3251,Chlorpromazine HCl,21943423,Launched,dopamine receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2B|HTR2C|HTR6|HTR7|KCNH2|ORM1|ORM2|SMPD1|TRPC5,InChI key,2,21
3657,M04,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S4058,C1CN(CCC)[C@H](C(Nc2c(C)cccc2C)=O)CC1.Cl,310.86207,Ropivacaine HCl,71296930,Launched,sodium channel blocker,SCN10A,InChI key,,21
3657,M06,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M07,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M08,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M09,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M10,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1356,C1(=O)CCCN1[C@@H](CC)C(=O)N,170.20896,Levetiracetam,59708,Launched,calcium channel blocker,CACNA1B|SCN1A|SV2A,InChI key,,21
3657,M12,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2016,C1c2c(cccc2)C3N(CCN(C)C3)c4c1cccn4,265.35286,Mirtazapine,4205,Launched,adrenergic receptor antagonist|serotonin receptor antagonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD5|HRH1|HRH3|HTR2A|HTR2B|HTR2C|HTR3A|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4,InChI key,1,21
3657,M14,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3005,[C@@H]1(c2ccc(F)cc2)CCNC[C@H]1COc3ccc4c(OCO4)c3.Cl,365.82634,Paroxetine HCl,22935257,Launched,selective serotonin reuptake inhibitor (SSRI),CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR2A|SLC6A2|SLC6A4,InChI key,,21
3657,M16,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M17,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M18,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M19,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M20,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M21,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M22,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,M24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N03,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N04,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N05,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N06,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N07,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N08,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N09,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N10,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N11,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N12,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N13,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N14,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N15,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N16,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N17,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N18,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N19,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N20,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N21,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N22,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,N24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2525,C1(c2ccccc2)(c3ccccc3)C(=O)NC(=O)N1,252.26798,Phenytoin,1775,Launched,hydantoin antiepileptic,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,InChI key,,21
3657,O04,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S4202,Cl.c1cc(OC)c(OC)cc1C(C(C)C)(C#N)CCCN(CCc2cc(OC)c(OC)cc2)C,491.06255,Verapamil HCl,19760873,Launched,calcium channel blocker,CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4,InChI key,,21
3657,O06,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O07,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O08,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O09,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O10,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1391,N1(C(=O)N)c2c(cccc2)CC(=O)c3c1cccc3,252.26798,Oxcarbazepine,34312,Launched,sodium channel blocker,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,InChI key,,21
3657,O12,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2084,c1cc2c(cccc2)c(O[C@H](c3cccs3)CCNC)c1.Cl,333.8755,Duloxetine HCl,71296926,Launched,norepinephrine reuptake inhibitor|serotonin�norepinephrine reuptake inhibitor (SNRI),HTR2A|HTR2C|HTR6|SLC6A2|SLC6A3|SLC6A4,InChI key,1,21
3657,O14,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3021,n1(c2ccc(Cl)cc2Cl)c(c3ccc(Cl)cc3)c(C)c(C(NN4CCCCC4)=O)n1,463.78733,Rimonabant,104850,Withdrawn,cannabinoid receptor antagonist,CNR1|GPR55,InChI key,,21
3657,O16,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O17,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O18,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O19,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O20,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O21,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O22,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,O24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P03,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P04,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P05,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P06,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P07,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P08,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P09,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P10,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P11,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P12,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P13,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P14,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P15,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P16,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P17,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P18,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P19,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P20,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P21,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P22,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3657,P24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
8888,B02,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2864,c1c(O)c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(Cl)c1,383.67293,IMD 0354,5081913,Phase 1,IKK inhibitor|NFkB pathway inhibitor,IKBKB,not available,0,0
8888,B03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2864,c1c(O)c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(Cl)c1,383.67293,IMD 0354,5081913,Phase 1,IKK inhibitor|NFkB pathway inhibitor,IKBKB,not available,0,0
8888,B04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2864,c1c(O)c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(Cl)c1,383.67293,IMD 0354,5081913,Phase 1,IKK inhibitor|NFkB pathway inhibitor,IKBKB,not available,0,0
8888,B05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2864,c1c(O)c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(Cl)c1,383.67293,IMD 0354,5081913,Phase 1,IKK inhibitor|NFkB pathway inhibitor,IKBKB,not available,0,0
8888,B06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2864,c1c(O)c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(Cl)c1,383.67293,IMD 0354,5081913,Phase 1,IKK inhibitor|NFkB pathway inhibitor,IKBKB,not available,0,0
8888,B07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2864,c1c(O)c(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(Cl)c1,383.67293,IMD 0354,5081913,Phase 1,IKK inhibitor|NFkB pathway inhibitor,IKBKB,not available,0,0
8888,B08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S7110,n1nc2n(c3c(c(C)c(C)s3)C(c4ccc(Cl)cc4)=N[C@@H]2CC(=O)OC(C)(C)C)c1C,456.98819,(+)-JQ1,49871817,,,,not available,0,0
8888,B09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S7110,n1nc2n(c3c(c(C)c(C)s3)C(c4ccc(Cl)cc4)=N[C@@H]2CC(=O)OC(C)(C)C)c1C,456.98819,(+)-JQ1,49871817,,,,not available,0,0
8888,B10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S7110,n1nc2n(c3c(c(C)c(C)s3)C(c4ccc(Cl)cc4)=N[C@@H]2CC(=O)OC(C)(C)C)c1C,456.98819,(+)-JQ1,49871817,,,,not available,0,0
8888,B11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S7110,n1nc2n(c3c(c(C)c(C)s3)C(c4ccc(Cl)cc4)=N[C@@H]2CC(=O)OC(C)(C)C)c1C,456.98819,(+)-JQ1,49871817,,,,not available,0,0
8888,B14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S7110,n1nc2n(c3c(c(C)c(C)s3)C(c4ccc(Cl)cc4)=N[C@@H]2CC(=O)OC(C)(C)C)c1C,456.98819,(+)-JQ1,49871817,,,,not available,0,0
8888,B15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S7110,n1nc2n(c3c(c(C)c(C)s3)C(c4ccc(Cl)cc4)=N[C@@H]2CC(=O)OC(C)(C)C)c1C,456.98819,(+)-JQ1,49871817,,,,not available,0,0
8888,B16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1115,c1cc(c2ccc([C@@H](C(F)(F)F)N[C@@H](CC(F)(C)C)C(NC3(CC3)C#N)=O)cc2)ccc1S(C)(=O)=O,525.55879,Odanacatib (MK-0822),57459022,Phase 3,cathepsin inhibitor,CTSK,not available,0,0
8888,B17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1115,c1cc(c2ccc([C@@H](C(F)(F)F)N[C@@H](CC(F)(C)C)C(NC3(CC3)C#N)=O)cc2)ccc1S(C)(=O)=O,525.55879,Odanacatib (MK-0822),57459022,Phase 3,cathepsin inhibitor,CTSK,not available,0,0
8888,B18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1115,c1cc(c2ccc([C@@H](C(F)(F)F)N[C@@H](CC(F)(C)C)C(NC3(CC3)C#N)=O)cc2)ccc1S(C)(=O)=O,525.55879,Odanacatib (MK-0822),57459022,Phase 3,cathepsin inhibitor,CTSK,not available,0,0
8888,B19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1115,c1cc(c2ccc([C@@H](C(F)(F)F)N[C@@H](CC(F)(C)C)C(NC3(CC3)C#N)=O)cc2)ccc1S(C)(=O)=O,525.55879,Odanacatib (MK-0822),57459022,Phase 3,cathepsin inhibitor,CTSK,not available,0,0
8888,B20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1115,c1cc(c2ccc([C@@H](C(F)(F)F)N[C@@H](CC(F)(C)C)C(NC3(CC3)C#N)=O)cc2)ccc1S(C)(=O)=O,525.55879,Odanacatib (MK-0822),57459022,Phase 3,cathepsin inhibitor,CTSK,not available,0,0
8888,B21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1115,c1cc(c2ccc([C@@H](C(F)(F)F)N[C@@H](CC(F)(C)C)C(NC3(CC3)C#N)=O)cc2)ccc1S(C)(=O)=O,525.55879,Odanacatib (MK-0822),57459022,Phase 3,cathepsin inhibitor,CTSK,not available,0,0
8888,B22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2638,C(C(=O)c1c(c(c2c3c(c4c(cccc4)s3)ccc2)ccc1)O5)=C5N6CCOCC6,413.48825,NU7441 (KU-57788),11327430,Preclinical,DNA dependent protein kinase inhibitor,PRKDC,not available,0,0
8888,C22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2638,C(C(=O)c1c(c(c2c3c(c4c(cccc4)s3)ccc2)ccc1)O5)=C5N6CCOCC6,413.48825,NU7441 (KU-57788),11327430,Preclinical,DNA dependent protein kinase inhibitor,PRKDC,not available,0,0
8888,D22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2638,C(C(=O)c1c(c(c2c3c(c4c(cccc4)s3)ccc2)ccc1)O5)=C5N6CCOCC6,413.48825,NU7441 (KU-57788),11327430,Preclinical,DNA dependent protein kinase inhibitor,PRKDC,not available,0,0
8888,E22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2638,C(C(=O)c1c(c(c2c3c(c4c(cccc4)s3)ccc2)ccc1)O5)=C5N6CCOCC6,413.48825,NU7441 (KU-57788),11327430,Preclinical,DNA dependent protein kinase inhibitor,PRKDC,not available,0,0
8888,F22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2638,C(C(=O)c1c(c(c2c3c(c4c(cccc4)s3)ccc2)ccc1)O5)=C5N6CCOCC6,413.48825,NU7441 (KU-57788),11327430,Preclinical,DNA dependent protein kinase inhibitor,PRKDC,not available,0,0
8888,G22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2638,C(C(=O)c1c(c(c2c3c(c4c(cccc4)s3)ccc2)ccc1)O5)=C5N6CCOCC6,413.48825,NU7441 (KU-57788),11327430,Preclinical,DNA dependent protein kinase inhibitor,PRKDC,not available,0,0
8888,B23,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2620,c1cc(S(=O)(=O)c2cc3c(ncc(C(N)=O)c3Nc4cccc(OC)c4)c(C)c2)cc(C(=O)N(C)C)c1,518.58413,GSK256066,9827968,Phase 2,phosphodiesterase inhibitor,PDE4A,not available,0,0
8888,C23,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2620,c1cc(S(=O)(=O)c2cc3c(ncc(C(N)=O)c3Nc4cccc(OC)c4)c(C)c2)cc(C(=O)N(C)C)c1,518.58413,GSK256066,9827968,Phase 2,phosphodiesterase inhibitor,PDE4A,not available,0,0
8888,D23,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2620,c1cc(S(=O)(=O)c2cc3c(ncc(C(N)=O)c3Nc4cccc(OC)c4)c(C)c2)cc(C(=O)N(C)C)c1,518.58413,GSK256066,9827968,Phase 2,phosphodiesterase inhibitor,PDE4A,not available,0,0
8888,E23,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2620,c1cc(S(=O)(=O)c2cc3c(ncc(C(N)=O)c3Nc4cccc(OC)c4)c(C)c2)cc(C(=O)N(C)C)c1,518.58413,GSK256066,9827968,Phase 2,phosphodiesterase inhibitor,PDE4A,not available,0,0
8888,F23,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2620,c1cc(S(=O)(=O)c2cc3c(ncc(C(N)=O)c3Nc4cccc(OC)c4)c(C)c2)cc(C(=O)N(C)C)c1,518.58413,GSK256066,9827968,Phase 2,phosphodiesterase inhibitor,PDE4A,not available,0,0
8888,G23,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2620,c1cc(S(=O)(=O)c2cc3c(ncc(C(N)=O)c3Nc4cccc(OC)c4)c(C)c2)cc(C(=O)N(C)C)c1,518.58413,GSK256066,9827968,Phase 2,phosphodiesterase inhibitor,PDE4A,not available,0,0
8888,C02,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2897,c(c(Nc1ccc(Cl)cc1F)ncn2)(cc(OC)c(OC)c3)c23,333.74472,ZM 306416,5329006,Preclinical,Abl kinase inhibitor|src inhibitor|VEGFR inhibitor,EGFR|FLT1|FLT4|KDR,not available,0,0
8888,C03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2897,c(c(Nc1ccc(Cl)cc1F)ncn2)(cc(OC)c(OC)c3)c23,333.74472,ZM 306416,5329006,Preclinical,Abl kinase inhibitor|src inhibitor|VEGFR inhibitor,EGFR|FLT1|FLT4|KDR,not available,0,0
8888,C04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2897,c(c(Nc1ccc(Cl)cc1F)ncn2)(cc(OC)c(OC)c3)c23,333.74472,ZM 306416,5329006,Preclinical,Abl kinase inhibitor|src inhibitor|VEGFR inhibitor,EGFR|FLT1|FLT4|KDR,not available,0,0
8888,C05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2897,c(c(Nc1ccc(Cl)cc1F)ncn2)(cc(OC)c(OC)c3)c23,333.74472,ZM 306416,5329006,Preclinical,Abl kinase inhibitor|src inhibitor|VEGFR inhibitor,EGFR|FLT1|FLT4|KDR,not available,0,0
